FEATURE,NORM,THRESHOLD,WEIGHTED,accuracy,ap,auroc,base_rate,f1,threshold
surprisal,len,5.25,False,0.20689655172413793,0.21907569107957542,0.58473844795054,0.20689655172413793,0.34285714285714286,0.0
surprisal,len,5.25,True,0.20689655172413793,0.23446821903483067,0.5885322574169979,0.20689655172413793,0.34285714285714286,0.0
surprisal,len,5.5,False,0.20689655172413793,0.21631397630617644,0.5892749608575214,0.20689655172413793,0.34285714285714286,0.0
surprisal,len,5.5,True,0.7731397459165155,0.2347224342905054,0.592576980207957,0.20689655172413793,0.35233160621761656,0.003618777687869855
surprisal,len,5.75,False,0.7767695099818511,0.22807998274218813,0.5953470633104501,0.20689655172413793,0.3492063492063492,0.006289308176100629
surprisal,len,5.75,True,0.7767695099818511,0.23269453157951064,0.5960998032839536,0.20689655172413793,0.3492063492063492,0.0005342056011331493
surprisal,len,6.0,False,0.20689655172413793,0.21049758894888096,0.5827512144204906,0.20689655172413793,0.34285714285714286,0.0
surprisal,len,6.0,True,0.20689655172413793,0.21766793509386181,0.5832028584045927,0.20689655172413793,0.34285714285714286,0.0
entropy,none,0.5,False,0.7150635208711433,0.39657826320955747,0.7255208960616645,0.20689655172413793,0.47840531561461797,12.0
entropy,none,0.5,True,0.7114337568058077,0.4405544920799883,0.75210767192581,0.20689655172413793,0.5137614678899083,4.379865649498801
entropy,none,0.75,False,0.7132486388384754,0.41801539977858626,0.7453731582961982,0.20689655172413793,0.48366013071895425,8.0
entropy,none,0.75,True,0.7150635208711433,0.4476537878841209,0.7587618932915814,0.20689655172413793,0.5169230769230769,2.3374810856923838
entropy,none,1.0,False,0.6969147005444646,0.4242162876419186,0.7458850214781806,0.20689655172413793,0.49240121580547114,4.0
entropy,none,1.0,True,0.6987295825771325,0.44513934285730744,0.7564334176402103,0.20689655172413793,0.5202312138728323,1.0346917907845474
entropy,none,1.25,False,0.7531760435571688,0.41874350074402705,0.7529206310971938,0.20689655172413793,0.5036496350364964,4.0
entropy,none,1.25,True,0.7168784029038112,0.437860018718287,0.7520574892609098,0.20689655172413793,0.5185185185185185,0.546911301980102
entropy,none,1.5,False,0.7459165154264973,0.3977291718259921,0.7347043237384078,0.20689655172413793,0.4927536231884058,2.0
entropy,none,1.5,True,0.73502722323049,0.42446880925276226,0.7372435665823598,0.20689655172413793,0.5133333333333333,0.26870512285877557
entropy,none,1.75,False,0.7277676950998185,0.3641377482350504,0.704875747721707,0.20689655172413793,0.4897959183673469,1.0
entropy,none,1.75,True,0.7441016333938294,0.39145741200966144,0.7059898028824922,0.20689655172413793,0.498220640569395,0.031142953463489942
entropy,none,2.0,False,0.7549909255898367,0.31305360743691085,0.6465634911076318,0.20689655172413793,0.425531914893617,1.0
entropy,none,2.0,True,0.7622504537205081,0.3302989053679469,0.6465333815086917,0.20689655172413793,0.4329004329004329,0.017841791561181264
entropy,none,2.25,False,0.20689655172413793,0.22088642990643007,0.5871672889317114,0.20689655172413793,0.34285714285714286,0.0
entropy,none,2.25,True,0.20689655172413793,0.24060635412192638,0.5871371793327713,0.20689655172413793,0.34285714285714286,0.0
entropy,none,2.5,False,0.20689655172413793,0.12250789421783087,0.5076076919988759,0.20689655172413793,0.34285714285714286,0.0
entropy,none,2.5,True,0.20689655172413793,0.12250789421783087,0.5076076919988759,0.20689655172413793,0.34285714285714286,0.0
entropy,none,2.75,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,2.75,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.0,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.0,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.25,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.25,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.5,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.5,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.75,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,3.75,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,4.0,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,4.0,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,4.25,False,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
entropy,none,4.25,True,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
