ENTRY_Z,FEATURE,MIN_OBS,MIN_STD,NORM,WEIGHTED,WINDOW,accuracy,ap,auroc,base_rate,f1,threshold
1.0,surprisal,3,0.25,none,False,5,0.6696914700544465,0.35438619618649914,0.686649403829941,0.20689655172413793,0.43125,5.0
1.0,surprisal,3,0.25,none,False,10,0.7168784029038112,0.36578049417176994,0.6989742663294392,0.20689655172413793,0.44680851063829785,6.0
1.0,surprisal,3,0.25,none,False,20,0.6460980036297641,0.37812461168685413,0.701914970492593,0.20689655172413793,0.44126074498567336,4.0
1.0,surprisal,3,0.25,none,True,5,0.6696914700544465,0.3502386127054237,0.6971977999919707,0.20689655172413793,0.46153846153846156,15.049622323433141
1.0,surprisal,3,0.25,none,True,10,0.6551724137931034,0.3374724626544531,0.6912762455337428,0.20689655172413793,0.45714285714285713,11.98287715709878
1.0,surprisal,3,0.25,none,True,20,0.6969147005444646,0.34336180278665546,0.6868200248906018,0.20689655172413793,0.44518272425249167,13.698617632363806
1.0,surprisal,3,0.25,sqrt,False,5,0.6860254083484574,0.3764057248658681,0.6852141796137942,0.20689655172413793,0.42524916943521596,0.9284766908852594
1.0,surprisal,3,0.25,sqrt,False,10,0.6533575317604355,0.38420782181598273,0.7060600586133526,0.20689655172413793,0.4619718309859155,0.6963106238227914
1.0,surprisal,3,0.25,sqrt,False,20,0.6969147005444646,0.41811680807484464,0.7066421775261954,0.20689655172413793,0.4524590163934426,0.813733471206735
1.0,surprisal,3,0.25,sqrt,True,5,0.6515426497277677,0.34220944626809435,0.6959131237705247,0.20689655172413793,0.45454545454545453,2.5850261250261743
1.0,surprisal,3,0.25,sqrt,True,10,0.6206896551724138,0.3217529495649495,0.6829057770283833,0.20689655172413793,0.45144356955380577,1.9291419627653783
1.0,surprisal,3,0.25,sqrt,True,20,0.6152450090744102,0.3200588319227861,0.6722670520695331,0.20689655172413793,0.42391304347826086,1.86728078174886
1.0,surprisal,3,0.25,len,False,5,0.588021778584392,0.28565837315720854,0.6552551286683528,0.20689655172413793,0.4223918575063613,0.1276595744680851
1.0,surprisal,3,0.25,len,False,10,0.6206896551724138,0.31709603606455233,0.6818017584005781,0.20689655172413793,0.45714285714285713,0.12121212121212122
1.0,surprisal,3,0.25,len,False,20,0.6533575317604355,0.3309830416562532,0.6793729174194066,0.20689655172413793,0.4298507462686567,0.12698412698412698
1.0,surprisal,3,0.25,len,True,5,0.5499092558983666,0.3066809699428942,0.6697579188245213,0.20689655172413793,0.4232558139534884,0.3457568213491705
1.0,surprisal,3,0.25,len,True,10,0.5535390199637024,0.27384343694332464,0.637520574892609,0.20689655172413793,0.41706161137440756,0.30510908975776563
1.0,surprisal,3,0.25,len,True,20,0.5281306715063521,0.2681752970811295,0.6151391063471034,0.20689655172413793,0.4063926940639269,0.23660271827025386
1.0,surprisal,3,0.5,none,False,5,0.6950998185117967,0.3598739753897883,0.6940061825043157,0.20689655172413793,0.436241610738255,5.0
1.0,surprisal,3,0.5,none,False,10,0.6751361161524501,0.37029424102037756,0.6997270063029427,0.20689655172413793,0.4525993883792049,4.0
1.0,surprisal,3,0.5,none,False,20,0.6152450090744102,0.3799404777626131,0.7048356015897869,0.20689655172413793,0.4421052631578947,3.0
1.0,surprisal,3,0.5,none,True,5,0.7005444646098004,0.37159757559874085,0.7086494841222049,0.20689655172413793,0.4794952681388013,8.523552485186132
1.0,surprisal,3,0.5,none,True,10,0.7041742286751361,0.3545831521929735,0.7065117025974548,0.20689655172413793,0.48253968253968255,8.244130587255828
1.0,surprisal,3,0.5,none,True,20,0.6987295825771325,0.3586680593734186,0.7057489260909712,0.20689655172413793,0.4713375796178344,8.200127113263616
1.0,surprisal,3,0.5,sqrt,False,5,0.7023593466424682,0.3756242288389483,0.6943976072905376,0.20689655172413793,0.4383561643835616,0.8006407690254357
1.0,surprisal,3,0.5,sqrt,False,10,0.6932849364791288,0.3948402138036308,0.7061303143442129,0.20689655172413793,0.4565916398713826,0.6963106238227914
1.0,surprisal,3,0.5,sqrt,False,20,0.7422867513611615,0.42881686136302083,0.7107370829820546,0.20689655172413793,0.4409448818897638,0.8703882797784892
1.0,surprisal,3,0.5,sqrt,True,5,0.6842105263157895,0.36928639979017003,0.7127243165121041,0.20689655172413793,0.4662576687116564,1.4729265189338638
1.0,surprisal,3,0.5,sqrt,True,10,0.6606170598911071,0.346137441855342,0.7038419848247621,0.20689655172413793,0.46418338108882523,1.2930534225172978
1.0,surprisal,3,0.5,sqrt,True,20,0.6551724137931034,0.3636358661855669,0.7033200851097997,0.20689655172413793,0.4602272727272727,1.234952057257422
1.0,surprisal,3,0.5,len,False,5,0.5535390199637024,0.3155526211830452,0.6761210807338713,0.20689655172413793,0.419811320754717,0.09375
1.0,surprisal,3,0.5,len,False,10,0.705989110707804,0.3362103965670285,0.6871311574129833,0.20689655172413793,0.4489795918367347,0.1282051282051282
1.0,surprisal,3,0.5,len,False,20,0.7386569872958257,0.34937236613186073,0.6906037978240797,0.20689655172413793,0.4375,0.14285714285714285
1.0,surprisal,3,0.5,len,True,5,0.6261343012704175,0.34034017644717357,0.6999177004295636,0.20689655172413793,0.44021739130434784,0.21483656431756987
1.0,surprisal,3,0.5,len,True,10,0.6533575317604355,0.3122906116732637,0.6774459030872375,0.20689655172413793,0.4463768115942029,0.22159561690419238
1.0,surprisal,3,0.5,len,True,20,0.647912885662432,0.30636842571051487,0.6698181380224015,0.20689655172413793,0.4393063583815029,0.21136172625223446
1.0,surprisal,3,1.0,none,False,5,0.676950998185118,0.3580716482598489,0.7011521939861094,0.20689655172413793,0.4506172839506173,3.0
1.0,surprisal,3,1.0,none,False,10,0.6733212341197822,0.36960409813953676,0.7109077040427155,0.20689655172413793,0.45121951219512196,3.0
1.0,surprisal,3,1.0,none,False,20,0.7295825771324864,0.38327939488918156,0.7139186639367296,0.20689655172413793,0.4620938628158845,4.0
1.0,surprisal,3,1.0,none,True,5,0.7041742286751361,0.3893894086504017,0.710586534987354,0.20689655172413793,0.4584717607973422,3.8978985454198747
1.0,surprisal,3,1.0,none,True,10,0.6424682395644283,0.3718070198247864,0.7102854389979526,0.20689655172413793,0.4602739726027397,2.139772614411666
1.0,surprisal,3,1.0,none,True,20,0.6733212341197822,0.38003148976679957,0.7145610020474528,0.20689655172413793,0.4642857142857143,2.854550674340429
1.0,surprisal,3,1.0,sqrt,False,5,0.6751361161524501,0.3934398727096893,0.7036914368300614,0.20689655172413793,0.4458204334365325,0.4685212856658182
1.0,surprisal,3,1.0,sqrt,False,10,0.6896551724137931,0.41199016951278217,0.718445140310731,0.20689655172413793,0.4672897196261682,0.4743416490252569
1.0,surprisal,3,1.0,sqrt,False,20,0.7132486388384754,0.42765998299745034,0.7230017262836725,0.20689655172413793,0.4768211920529801,0.52999894000318
1.0,surprisal,3,1.0,sqrt,True,5,0.7168784029038112,0.396719582191359,0.7123128186599221,0.20689655172413793,0.4583333333333333,0.701162169186239
1.0,surprisal,3,1.0,sqrt,True,10,0.6352087114337568,0.3741035958233259,0.709964269942591,0.20689655172413793,0.4582210242587601,0.39114742731658636
1.0,surprisal,3,1.0,sqrt,True,20,0.73502722323049,0.3819389536455149,0.7164679433136617,0.20689655172413793,0.4552238805970149,0.8391050424140326
1.0,surprisal,3,1.0,len,False,5,0.7695099818511797,0.3577796292007555,0.694287205427757,0.20689655172413793,0.4304932735426009,0.11363636363636363
1.0,surprisal,3,1.0,len,False,10,0.6460980036297641,0.38883323603661785,0.7116704805491991,0.20689655172413793,0.4475920679886686,0.075
1.0,surprisal,3,1.0,len,False,20,0.7912885662431942,0.39277969279413294,0.7177024368702075,0.20689655172413793,0.46511627906976744,0.12380952380952381
1.0,surprisal,3,1.0,len,True,5,0.6696914700544465,0.37326825764676586,0.7026576739331165,0.20689655172413793,0.44171779141104295,0.09293412220157617
1.0,surprisal,3,1.0,len,True,10,0.6370235934664247,0.3502605959471422,0.6959331968364848,0.20689655172413793,0.44751381215469616,0.07146735546519266
1.0,surprisal,3,1.0,len,True,20,0.7513611615245009,0.35587542970571623,0.7031394275161588,0.20689655172413793,0.44534412955465585,0.14182693117451403
1.0,entropy,3,0.25,none,False,5,0.647912885662432,0.3670102351759351,0.6926512505520093,0.20689655172413793,0.4393063583815029,6.0
1.0,entropy,3,0.25,none,False,10,0.6588021778584392,0.34935308657551795,0.6929021638765105,0.20689655172413793,0.4437869822485207,6.0
1.0,entropy,3,0.25,none,False,20,0.6279491833030852,0.3712949050689435,0.7077562326869806,0.20689655172413793,0.4533333333333333,5.0
1.0,entropy,3,0.25,none,True,5,0.647912885662432,0.3569172074182963,0.7009815729254486,0.20689655172413793,0.46111111111111114,7.478893473639367
1.0,entropy,3,0.25,none,True,10,0.6388384754990926,0.3459319273901535,0.6948592878076197,0.20689655172413793,0.4487534626038781,6.493996068467913
1.0,entropy,3,0.25,none,True,20,0.6696914700544465,0.3469022448010472,0.6903829940985186,0.20689655172413793,0.4382716049382716,7.482374143775656
1.0,entropy,3,0.25,sqrt,False,5,0.6805807622504537,0.3852176272420828,0.6961038178971456,0.20689655172413793,0.44654088050314467,1.150792911137501
1.0,entropy,3,0.25,sqrt,False,10,0.6860254083484574,0.3763156118406072,0.6993355815167208,0.20689655172413793,0.4437299035369775,1.1669199319831565
1.0,entropy,3,0.25,sqrt,False,20,0.6370235934664247,0.40029866642446643,0.7168995142318038,0.20689655172413793,0.4594594594594595,0.9428090415820635
1.0,entropy,3,0.25,sqrt,True,5,0.6243194192377496,0.35983256961370447,0.7030691717852985,0.20689655172413793,0.4595300261096606,1.372924709182471
1.0,entropy,3,0.25,sqrt,True,10,0.6696914700544465,0.34549002981363597,0.6921895700349271,0.20689655172413793,0.43478260869565216,1.4144883707130258
1.0,entropy,3,0.25,sqrt,True,20,0.515426497277677,0.33655457156255303,0.6789012003693444,0.20689655172413793,0.4258064516129032,0.7396677835832818
