ENTRY_Z,FEATURE,MIN_OBS,MIN_STD,NORM,WEIGHTED,WINDOW,accuracy,ap,auroc,base_rate,f1,threshold
2.5,entropy,5,1.0,none,False,5,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.0,entropy,2,1.0,sqrt,True,20,0.7404718693284936,0.4306768987596971,0.7293448151270625,0.20689655172413793,0.48375451263537905,0.09941717207331793
2.0,surprisal,5,1.0,len,True,5,0.6406533575317604,0.3345641107448721,0.6903930306314987,0.20689655172413793,0.45901639344262296,0.01125234633063276
1.0,entropy,3,0.5,len,True,10,0.6715063520871143,0.40643449950136695,0.738136818017584,0.20689655172413793,0.48725212464589235,0.10746930034845446
2.5,entropy,5,1.0,len,True,10,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.0,surprisal,5,0.25,sqrt,False,15,0.6225045372050817,0.3506563938283539,0.6867296960937813,0.20689655172413793,0.43783783783783786,0.3713906763541037
2.5,entropy,2,0.25,sqrt,False,10,0.5716878402903811,0.3520182590406595,0.6562788550323176,0.20689655172413793,0.4129353233830846,0.2519763153394848
1.5,entropy,5,1.0,sqrt,True,10,0.7695099818511797,0.30281025509433523,0.6459914087277691,0.20689655172413793,0.44052863436123346,0.0023362715789360866
0.5,surprisal,3,0.25,len,False,5,0.5989110707803993,0.3426236992661185,0.6799550363322494,0.20689655172413793,0.4199475065616798,0.17142857142857143
1.5,surprisal,2,1.0,sqrt,False,15,0.6533575317604355,0.3884101702073448,0.7031394275161588,0.20689655172413793,0.4463768115942029,0.2672612419124244
2.5,surprisal,2,0.5,none,False,20,0.647912885662432,0.3117206862982363,0.6777971817415392,0.20689655172413793,0.41916167664670656,2.0
3.0,entropy,2,0.5,sqrt,False,10,0.7513611615245009,0.23619083162060506,0.608896382833514,0.20689655172413793,0.38009049773755654,0.07930515857181442
1.5,surprisal,2,0.25,len,True,15,0.5045372050816697,0.264118329397457,0.6030551206391265,0.20689655172413793,0.4078091106290672,0.18803233509132303
2.0,surprisal,2,0.25,len,True,15,0.4664246823956443,0.26064971476531595,0.5981572925448633,0.20689655172413793,0.4,0.11240221579274359
1.5,entropy,3,0.25,none,False,5,0.617059891107078,0.328400033319083,0.682845557830503,0.20689655172413793,0.4490861618798956,4.0
2.0,surprisal,2,0.25,none,False,15,0.6588021778584392,0.3274200806089278,0.6886767834919105,0.20689655172413793,0.4470588235294118,3.0
2.0,surprisal,2,0.25,none,True,15,0.631578947368421,0.335699518483843,0.6777269260106789,0.20689655172413793,0.4438356164383562,7.588842504766944
0.5,surprisal,3,1.0,len,True,10,0.7096188747731398,0.3794042424893105,0.7099241238106708,0.20689655172413793,0.4520547945205479,0.16935942145831473
0.5,entropy,5,0.25,len,False,15,0.7495462794918331,0.42263444130804234,0.7249889598137219,0.20689655172413793,0.49264705882352944,0.2777777777777778
1.0,surprisal,2,1.0,sqrt,False,5,0.6715063520871143,0.3921756611908511,0.7002689790838653,0.20689655172413793,0.44648318042813456,0.4685212856658182
2.5,entropy,2,0.5,sqrt,True,20,0.6642468239564429,0.3492328448445232,0.6800955477939701,0.20689655172413793,0.45103857566765576,0.003632646874588428
1.0,entropy,5,0.5,none,True,10,0.7186932849364791,0.39669096032066986,0.7331285880605404,0.20689655172413793,0.495114006514658,3.6907451310549106
1.0,entropy,5,0.5,none,True,20,0.7259528130671506,0.39183006612613197,0.7292143401983219,0.20689655172413793,0.4983388704318937,4.125192530955636
0.5,entropy,2,0.5,len,False,5,0.631578947368421,0.37940171417409235,0.7054779397005099,0.20689655172413793,0.4528301886792453,0.23076923076923078
1.5,surprisal,2,0.5,len,True,20,0.631578947368421,0.28896133096011833,0.648922076357943,0.20689655172413793,0.428169014084507,0.16011790191928077
2.0,surprisal,2,0.5,sqrt,False,15,0.7241379310344828,0.34922552207769186,0.6862579790437191,0.20689655172413793,0.42857142857142855,0.50709255283711
2.0,entropy,2,0.5,sqrt,False,20,0.7096188747731398,0.3584067825671161,0.7001585772210848,0.20689655172413793,0.47368421052631576,0.28005601680560194
0.5,surprisal,3,0.25,sqrt,False,10,0.6896551724137931,0.39733572459851,0.7075755750933398,0.20689655172413793,0.4672897196261682,1.01418510567422
3.0,surprisal,5,0.5,none,True,10,0.6388384754990926,0.3234190427124188,0.6917579991167851,0.20689655172413793,0.46070460704607047,1.3348953925129563
0.5,entropy,5,0.5,len,False,10,0.7731397459165155,0.41602269520142815,0.7300574089686459,0.20689655172413793,0.4939271255060729,0.2777777777777778
1.5,entropy,5,0.25,none,True,5,0.647912885662432,0.35247314912771854,0.700208759885985,0.20689655172413793,0.46408839779005523,4.817606899332124
2.5,entropy,2,0.25,sqrt,True,20,0.44464609800362975,0.27254713195201774,0.6041390662009716,0.20689655172413793,0.40234375,0.003632646874588428
2.5,entropy,3,0.5,none,False,20,0.6588021778584392,0.24893263123445994,0.668854630856317,0.20689655172413793,0.4470588235294118,1.0
0.5,surprisal,5,1.0,len,True,5,0.6969147005444646,0.391762355041483,0.7210446023525633,0.20689655172413793,0.46645367412140576,0.14307769762076142
0.5,entropy,2,1.0,none,False,10,0.6152450090744102,0.3927367989620286,0.7288028423461399,0.20689655172413793,0.4564102564102564,4.0
1.0,surprisal,3,0.5,len,False,15,0.7132486388384754,0.3332565561081257,0.6876229475290055,0.20689655172413793,0.4357142857142857,0.12698412698412698
0.5,surprisal,5,0.25,none,False,15,0.676950998185118,0.38151778479474024,0.7077963788189008,0.20689655172413793,0.47023809523809523,5.0
3.0,entropy,5,1.0,len,True,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.0,surprisal,2,0.5,none,True,15,0.647912885662432,0.3405022241519405,0.6956822835119836,0.20689655172413793,0.46111111111111114,3.5736579218965066
1.0,entropy,2,0.5,sqrt,True,10,0.7150635208711433,0.41646244529527915,0.7469187843751255,0.20689655172413793,0.5078369905956113,0.6738347874270451
2.0,surprisal,3,1.0,len,False,15,0.6025408348457351,0.32800723627103184,0.6875627283311253,0.20689655172413793,0.44556962025316454,0.0196078431372549
3.0,surprisal,3,0.25,none,False,20,0.6116152450090744,0.28688138800021223,0.6565297683568189,0.20689655172413793,0.398876404494382,2.0
1.0,entropy,3,0.5,sqrt,True,15,0.7241379310344828,0.4090481165887355,0.7419005178851018,0.20689655172413793,0.4966887417218543,0.7027967913597036
3.0,surprisal,3,0.25,sqrt,True,20,0.5916515426497277,0.2786396123261916,0.6292103255851299,0.20689655172413793,0.40633245382585753,0.6714368098696558
1.5,surprisal,2,1.0,len,True,20,0.6497277676950998,0.32498338798701115,0.6860371753181581,0.20689655172413793,0.45014245014245013,0.04554741720453115
3.0,entropy,5,0.5,none,True,15,0.7767695099818511,0.28043572862208577,0.6270223613954795,0.20689655172413793,0.4057971014492754,0.054852239384197254
1.0,entropy,5,0.25,none,False,5,0.6751361161524501,0.36898836901615334,0.6956120277811233,0.20689655172413793,0.45592705167173253,6.0
1.0,entropy,2,0.5,sqrt,True,5,0.6987295825771325,0.41712089900090277,0.7442691396683929,0.20689655172413793,0.5,0.6481147204015304
3.0,entropy,2,1.0,len,False,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
0.5,surprisal,3,1.0,len,False,5,0.6823956442831216,0.3956985834164091,0.7104761331245735,0.20689655172413793,0.4479495268138801,0.14102564102564102
2.0,surprisal,2,1.0,none,True,10,0.6733212341197822,0.33992483695806497,0.6945280822192782,0.20689655172413793,0.44785276073619634,1.1033216613573589
1.0,surprisal,2,1.0,len,False,5,0.7513611615245009,0.34726946503796446,0.6875125456662251,0.20689655172413793,0.43621399176954734,0.1111111111111111
2.5,entropy,2,0.25,none,True,5,0.6642468239564429,0.3555174735935407,0.6824440965113011,0.20689655172413793,0.4236760124610592,2.925843042274149
1.5,surprisal,2,1.0,sqrt,False,10,0.6406533575317604,0.37581035269981433,0.6913966839295034,0.20689655172413793,0.4342857142857143,0.25916052767440806
0.5,entropy,2,1.0,len,True,10,0.7150635208711433,0.47457495631005936,0.7576779477297363,0.20689655172413793,0.48184818481848185,0.06666817011942498
2.0,surprisal,5,0.25,len,True,5,0.5662431941923775,0.3090213276517532,0.6690955076478381,0.20689655172413793,0.42685851318944845,0.20507847801854062
1.0,entropy,3,1.0,sqrt,True,10,0.7495462794918331,0.4326930821379551,0.7323557750210767,0.20689655172413793,0.48507462686567165,0.10095716482334893
2.0,entropy,2,0.25,none,False,15,0.6352087114337568,0.2882256598948959,0.6768336745754546,0.20689655172413793,0.4462809917355372,3.0
2.5,surprisal,3,0.5,len,True,5,0.647912885662432,0.3138211038774105,0.6808181781685335,0.20689655172413793,0.44886363636363635,0.09189626378139859
0.5,entropy,3,0.5,len,True,5,0.6715063520871143,0.4109429752530876,0.7477116704805492,0.20689655172413793,0.4958217270194986,0.1961698630701739
0.5,surprisal,3,0.25,none,True,10,0.6370235934664247,0.3483575962231235,0.6961540005620458,0.20689655172413793,0.46236559139784944,12.657975165644302
2.5,entropy,5,0.25,len,False,5,0.5009074410163339,0.2682421668924298,0.6272030189891205,0.20689655172413793,0.4060475161987041,0.0425531914893617
1.5,entropy,2,1.0,sqrt,True,5,0.7568058076225045,0.3135793882187849,0.6543217311012084,0.20689655172413793,0.4462809917355372,0.0001225964574092848
1.0,surprisal,3,0.5,len,False,10,0.705989110707804,0.3362103965670285,0.6871311574129833,0.20689655172413793,0.4489795918367347,0.1282051282051282
3.0,surprisal,5,0.25,len,True,20,0.5099818511796733,0.26834213620125624,0.6158517001886868,0.20689655172413793,0.41304347826086957,0.020521853164685393
0.5,entropy,3,1.0,len,True,5,0.6715063520871143,0.45903999995264205,0.7553093259464451,0.20689655172413793,0.4813753581661891,0.05564333598500475
2.0,surprisal,2,0.5,none,False,15,0.7422867513611615,0.3242476515245805,0.6905837247581196,0.20689655172413793,0.4274193548387097,4.0
2.0,surprisal,5,0.25,len,False,15,0.5680580762250453,0.2832589053038841,0.6556164438556346,0.20689655172413793,0.430622009569378,0.056179775280898875
2.0,surprisal,3,0.5,none,True,15,0.6533575317604355,0.3412540446592927,0.6982014532899755,0.20689655172413793,0.4649859943977591,3.5736579218965066
1.0,surprisal,2,1.0,none,True,20,0.6715063520871143,0.379990401469336,0.7126139146493236,0.20689655172413793,0.4629080118694362,2.854550674340429
1.0,surprisal,3,0.5,none,True,10,0.7041742286751361,0.3545831521929735,0.7065117025974548,0.20689655172413793,0.48253968253968255,8.244130587255828
2.0,entropy,5,0.5,none,False,20,0.7041742286751361,0.3083635420026773,0.7046750170621061,0.20689655172413793,0.4584717607973422,2.0
1.0,surprisal,5,1.0,sqrt,True,5,0.7259528130671506,0.39571979028780346,0.7143703079208318,0.20689655172413793,0.4626334519572954,0.701162169186239
1.0,surprisal,2,0.5,len,True,20,0.6333938294010889,0.29899642668292703,0.6610662812638002,0.20689655172413793,0.43258426966292135,0.21136172625223446
3.0,entropy,3,1.0,sqrt,False,15,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.5,entropy,3,1.0,none,True,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
0.5,surprisal,3,1.0,len,True,5,0.6696914700544465,0.38609751447514523,0.712513549319523,0.20689655172413793,0.45180722891566266,0.14307769762076142
2.0,entropy,2,0.5,none,False,10,0.691470054446461,0.31299352229381533,0.6978200650367337,0.20689655172413793,0.44805194805194803,2.0
1.5,entropy,5,0.25,sqrt,True,20,0.4827586206896552,0.3290920743066249,0.6580653579027661,0.20689655172413793,0.40501043841336115,0.2654905771381047
3.0,entropy,2,0.5,sqrt,False,5,0.7586206896551724,0.29370024330675437,0.6341784094102533,0.20689655172413793,0.4192139737991266,0.07930515857181442
2.5,surprisal,5,0.25,sqrt,True,15,0.6243194192377496,0.30943698540011366,0.6589385362720301,0.20689655172413793,0.4265927977839335,0.9375326620531146
2.0,entropy,5,0.25,sqrt,True,15,0.5136116152450091,0.32494738014120833,0.6390963105704766,0.20689655172413793,0.4017857142857143,0.19017395939695145
1.5,surprisal,5,0.5,sqrt,True,5,0.6678765880217786,0.3610096072499705,0.7115299690874785,0.20689655172413793,0.47564469914040114,0.8991371821117851
1.5,entropy,3,0.5,sqrt,True,20,0.7386569872958257,0.4070880072579175,0.7228411417559918,0.20689655172413793,0.49295774647887325,0.39920902481723763
2.0,entropy,2,1.0,len,False,20,0.20689655172413793,0.12729751075556772,0.5106387249588502,0.20689655172413793,0.34285714285714286,0.0
3.0,surprisal,5,0.5,none,True,5,0.6370235934664247,0.3391051281616744,0.697880284234614,0.20689655172413793,0.46236559139784944,1.2788204046830245
2.5,entropy,2,0.5,sqrt,False,5,0.6497277676950998,0.32283375515337925,0.6676402103657313,0.20689655172413793,0.4340175953079179,0.08638684255813601
0.5,surprisal,3,0.5,len,True,5,0.6660617059891107,0.350716815636148,0.7069332369826167,0.20689655172413793,0.4491017964071856,0.32428110435766166
3.0,surprisal,5,0.25,sqrt,True,15,0.6098003629764065,0.2972219418660861,0.6494841222048255,0.20689655172413793,0.42048517520215634,0.6449886608517245
2.5,entropy,2,0.5,none,True,5,0.6842105263157895,0.3428744384476165,0.6772451724276366,0.20689655172413793,0.445859872611465,0.1022647762910105
1.5,surprisal,3,1.0,sqrt,False,15,0.6569872958257713,0.3911422915642179,0.7034405235055602,0.20689655172413793,0.4424778761061947,0.2672612419124244
2.5,entropy,5,0.25,sqrt,False,5,0.5789473684210527,0.31407597476960536,0.6719157734152315,0.20689655172413793,0.4368932038834951,0.2519763153394848
2.5,entropy,3,1.0,sqrt,False,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
0.5,entropy,2,1.0,none,True,15,0.676950998185118,0.41917846206095344,0.7437070938215103,0.20689655172413793,0.5,1.4712280594587392
2.5,entropy,3,0.25,sqrt,False,10,0.5898366606170599,0.3419537479064273,0.6559777590429162,0.20689655172413793,0.4175257731958763,0.2519763153394848
1.5,entropy,2,1.0,sqrt,False,10,0.7586206896551724,0.28225508558273604,0.6441547231924204,0.20689655172413793,0.4340425531914894,0.07930515857181442
0.5,entropy,2,0.25,sqrt,True,20,0.7386569872958257,0.366476833115403,0.7089405435786262,0.20689655172413793,0.4418604651162791,2.4640779644467248
2.0,entropy,5,1.0,none,False,10,0.20689655172413793,0.11947189512920021,0.5074370709382151,0.20689655172413793,0.34285714285714286,0.0
0.5,entropy,2,0.25,len,False,15,0.764065335753176,0.3897408951078972,0.709954233409611,0.20689655172413793,0.47580645161290325,0.31666666666666665
2.0,entropy,3,1.0,sqrt,True,10,0.20689655172413793,0.12239587173738735,0.5073668152073548,0.20689655172413793,0.34285714285714286,0.0
2.0,entropy,5,0.25,sqrt,True,10,0.6660617059891107,0.33085404670716856,0.6683929503392348,0.20689655172413793,0.425,0.5649730017455042
1.0,surprisal,5,0.25,len,False,15,0.6696914700544465,0.3423779032038071,0.690473322895339,0.20689655172413793,0.4276729559748428,0.12195121951219512
0.5,entropy,5,1.0,none,False,20,0.7223230490018149,0.4001743522250027,0.728391344493958,0.20689655172413793,0.46689895470383275,7.0
2.5,entropy,2,0.5,none,False,10,0.6551724137931034,0.26102200835602113,0.6754687060901682,0.20689655172413793,0.4476744186046512,1.0
0.5,entropy,5,1.0,len,False,15,0.7531760435571688,0.4596872188416714,0.746396884660163,0.20689655172413793,0.48872180451127817,0.18867924528301888
3.0,surprisal,2,0.5,none,True,20,0.6406533575317604,0.3119340450348454,0.6790718214300052,0.20689655172413793,0.45604395604395603,1.7321358856283533
0.5,surprisal,5,0.5,none,False,20,0.6406533575317604,0.3886175779687154,0.7114998594885383,0.20689655172413793,0.4648648648648649,4.0
3.0,surprisal,2,1.0,len,True,20,0.6878402903811253,0.2819331589958814,0.6482395921152997,0.20689655172413793,0.44516129032258067,0.004027663854763351
1.0,surprisal,3,0.5,sqrt,False,20,0.7422867513611615,0.42881686136302083,0.7107370829820546,0.20689655172413793,0.4409448818897638,0.8703882797784892
0.5,entropy,2,1.0,none,True,10,0.7150635208711433,0.4226851034466159,0.7452326468344775,0.20689655172413793,0.4984025559105431,1.9820334828949582
1.0,surprisal,3,0.5,len,False,20,0.7386569872958257,0.34937236613186073,0.6906037978240797,0.20689655172413793,0.4375,0.14285714285714285
3.0,surprisal,3,0.5,none,False,10,0.6842105263157895,0.30188547014777006,0.6912461359348027,0.20689655172413793,0.43870967741935485,2.0
1.0,surprisal,3,0.5,len,True,15,0.6333938294010889,0.31416545930579465,0.6772451724276366,0.20689655172413793,0.4419889502762431,0.201924048222801
2.0,entropy,3,1.0,none,True,20,0.20689655172413793,0.12441530524178326,0.5105584326950099,0.20689655172413793,0.34285714285714286,0.0
0.5,surprisal,2,1.0,none,False,20,0.7150635208711433,0.39321214459221626,0.7116102613513188,0.20689655172413793,0.46048109965635736,6.0
3.0,surprisal,3,0.25,none,False,15,0.6152450090744102,0.2904781314475905,0.6727789152515156,0.20689655172413793,0.4175824175824176,2.0
2.0,surprisal,2,0.5,sqrt,True,10,0.647912885662432,0.32208092058222887,0.6864687462363002,0.20689655172413793,0.44571428571428573,0.7285350997719189
0.5,surprisal,5,1.0,none,False,15,0.676950998185118,0.39091951859469914,0.715032719097515,0.20689655172413793,0.47023809523809523,4.0
3.0,entropy,3,0.25,sqrt,True,10,0.4954627949183303,0.27368911067067225,0.6152294351439239,0.20689655172413793,0.39035087719298245,0.0028297825644353377
0.5,entropy,3,0.5,none,True,10,0.676950998185118,0.3929075898507779,0.7301276646995062,0.20689655172413793,0.48554913294797686,5.560438425543362
0.5,surprisal,2,0.25,sqrt,False,20,0.6678765880217786,0.40619862113824295,0.7202717893130997,0.20689655172413793,0.46647230320699706,0.9486832980505138
1.0,surprisal,2,1.0,len,True,15,0.6243194192377496,0.3487317532724158,0.6965554618812477,0.20689655172413793,0.4509283819628647,0.06716507790145945
1.0,surprisal,5,0.25,len,False,10,0.6551724137931034,0.34451955767524134,0.6938857441085552,0.20689655172413793,0.4476744186046512,0.12121212121212122
2.0,entropy,2,0.5,len,True,20,0.5517241379310345,0.35945398130890366,0.6836083343369866,0.20689655172413793,0.43478260869565216,0.0006968296268446158
2.5,entropy,5,0.5,none,True,20,0.7223230490018149,0.34731712311201673,0.6799148902003292,0.20689655172413793,0.45161290322580644,0.264718823565532
2.0,surprisal,2,1.0,len,True,5,0.6660617059891107,0.3255709283823499,0.6805672648440323,0.20689655172413793,0.4457831325301205,0.025720600969825678
1.5,entropy,2,0.5,none,False,10,0.6932849364791288,0.35428754335400553,0.7205227026376009,0.20689655172413793,0.49851632047477745,3.0
2.5,entropy,3,0.5,none,False,5,0.6533575317604355,0.2799272012992097,0.6702697820065037,0.20689655172413793,0.4365781710914454,1.0
3.0,surprisal,2,1.0,sqrt,False,20,0.6860254083484574,0.30496295631734477,0.6547031193544502,0.20689655172413793,0.4401294498381877,0.11785113019775793
2.0,entropy,3,1.0,none,False,10,0.20689655172413793,0.11947189512920021,0.5074370709382151,0.20689655172413793,0.34285714285714286,0.0
3.0,entropy,5,1.0,len,False,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.0,surprisal,2,0.25,len,True,20,0.40653357531760437,0.25383765589445995,0.5880806134328957,0.20689655172413793,0.39332096474953615,0.04260935264404547
1.5,surprisal,3,0.5,sqrt,True,5,0.6460980036297641,0.3616782149140633,0.7082480228030029,0.20689655172413793,0.4657534246575342,0.8912287882184013
1.5,entropy,5,0.5,sqrt,False,5,0.6079854809437386,0.3893033138704374,0.727317435465093,0.20689655172413793,0.47058823529411764,0.2581988897471611
3.0,surprisal,2,0.25,sqrt,True,5,0.6751361161524501,0.3099903137461861,0.6684732426030752,0.20689655172413793,0.4281150159744409,1.7195062535482755
1.0,surprisal,2,1.0,none,False,20,0.7568058076225045,0.3821335497656107,0.7117106266811193,0.20689655172413793,0.46825396825396826,5.0
3.0,surprisal,2,1.0,len,False,20,0.6823956442831216,0.25859676635582185,0.6423080011240917,0.20689655172413793,0.43729903536977494,0.013071895424836602
0.5,surprisal,5,1.0,none,False,5,0.676950998185118,0.3931905427058959,0.7135774218154081,0.20689655172413793,0.46706586826347307,4.0
1.0,surprisal,2,0.5,sqrt,False,10,0.7822141560798548,0.3950693060132171,0.7051668071781284,0.20689655172413793,0.4642857142857143,1.0674899923282326
1.5,surprisal,5,0.25,none,True,10,0.6715063520871143,0.3279332647679596,0.6888875506844916,0.20689655172413793,0.4597014925373134,9.972224596985656
3.0,surprisal,3,1.0,none,True,5,0.6860254083484574,0.3079675024991027,0.6628126380023285,0.20689655172413793,0.4472843450479233,0.034911128028579874
3.0,surprisal,3,0.5,none,False,15,0.542649727767695,0.29544983885662435,0.6896603637239552,0.20689655172413793,0.42727272727272725,1.0
2.5,entropy,3,1.0,sqrt,True,10,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.5,entropy,2,1.0,sqrt,True,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.0,surprisal,2,1.0,sqrt,False,20,0.7332123411978222,0.3722607253160076,0.6962443293588663,0.20689655172413793,0.45353159851301117,0.2917299829957891
1.5,surprisal,5,0.5,sqrt,False,10,0.6751361161524501,0.36746659936810755,0.6992051065879803,0.20689655172413793,0.45592705167173253,0.4629100498862757
3.0,entropy,2,0.25,none,False,5,0.6533575317604355,0.28849443804999514,0.6627925649363684,0.20689655172413793,0.4229607250755287,2.0
0.5,entropy,5,0.25,len,False,20,0.7241379310344828,0.4228375700528795,0.721385844473885,0.20689655172413793,0.4864864864864865,0.2692307692307692
1.0,surprisal,5,0.5,len,True,5,0.631578947368421,0.350966031963827,0.7107069733831145,0.20689655172413793,0.4528301886792453,0.1863291331101209
2.5,entropy,5,1.0,len,True,5,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
2.5,surprisal,2,0.25,none,True,5,0.6134301270417423,0.33586322023377896,0.6874222168694046,0.20689655172413793,0.4409448818897638,7.044428440195578
3.0,entropy,5,0.25,len,True,20,0.5607985480943739,0.2348180498366638,0.5792484644104541,0.20689655172413793,0.37948717948717947,0.0043486227623001665
3.0,surprisal,5,0.5,sqrt,True,10,0.6388384754990926,0.3088179834633085,0.684531695371151,0.20689655172413793,0.4547945205479452,0.24746115725513723
1.0,entropy,3,0.25,none,False,20,0.6279491833030852,0.3712949050689435,0.7077562326869806,0.20689655172413793,0.4533333333333333,5.0
3.0,surprisal,2,0.25,len,True,10,0.4646098003629764,0.26043564478350945,0.6055241077522181,0.20689655172413793,0.3967280163599182,0.056301501440653066
2.0,surprisal,2,0.5,len,False,10,0.6025408348457351,0.276925782133494,0.6451684130234052,0.20689655172413793,0.4065040650406504,0.06349206349206349
2.5,entropy,3,0.5,none,False,10,0.6606170598911071,0.2624702879265589,0.6778774740053796,0.20689655172413793,0.45161290322580644,1.0
3.0,surprisal,2,0.25,none,False,15,0.7078039927404719,0.2928090011620385,0.6710626681119274,0.20689655172413793,0.41025641025641024,3.0
1.0,entropy,2,0.5,none,False,10,0.6660617059891107,0.36868238662991515,0.7224196073708298,0.20689655172413793,0.4523809523809524,5.0
2.0,entropy,3,0.5,sqrt,True,15,0.7132486388384754,0.38968504105848883,0.7055983780962705,0.20689655172413793,0.45517241379310347,0.15708739533926452
3.0,surprisal,2,1.0,len,True,5,0.6987295825771325,0.28876836325103744,0.6553053113332531,0.20689655172413793,0.45394736842105265,0.002954854872595294
1.5,entropy,3,0.5,len,True,15,0.6152450090744102,0.38696875187865337,0.6989040105985789,0.20689655172413793,0.4421052631578947,0.041210912413332544
2.0,entropy,3,1.0,sqrt,True,20,0.20689655172413793,0.12368431108973647,0.5105383596290497,0.20689655172413793,0.34285714285714286,0.0
1.0,surprisal,3,1.0,sqrt,True,5,0.7168784029038112,0.396719582191359,0.7123128186599221,0.20689655172413793,0.4583333333333333,0.701162169186239
2.5,surprisal,2,1.0,len,True,15,0.6551724137931034,0.2942725563663378,0.6562387089003975,0.20689655172413793,0.4476744186046512,0.005323141050274938
1.5,surprisal,3,0.5,none,False,20,0.7241379310344828,0.35270684635918675,0.7049861495844876,0.20689655172413793,0.45714285714285713,4.0
1.0,surprisal,3,1.0,sqrt,False,20,0.7132486388384754,0.42765998299745034,0.7230017262836725,0.20689655172413793,0.4768211920529801,0.52999894000318
2.5,entropy,5,1.0,len,False,15,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.0,surprisal,5,1.0,len,False,10,0.6424682395644283,0.4021877846754011,0.7209241639568028,0.20689655172413793,0.46321525885558584,0.0641025641025641
1.0,entropy,3,0.25,len,True,10,0.44646098003629764,0.284471670781672,0.6322513950780843,0.20689655172413793,0.41005802707930367,0.1332515582478565
1.5,surprisal,5,0.25,sqrt,False,10,0.6225045372050817,0.3487596493750368,0.690874784214541,0.20689655172413793,0.43478260869565216,0.4743416490252569
3.0,surprisal,2,0.25,sqrt,False,5,0.6896551724137931,0.3736799851163512,0.6938355614436549,0.20689655172413793,0.44299674267100975,0.4629100498862757
2.5,surprisal,5,1.0,len,True,15,0.6715063520871143,0.30017118121622505,0.6641374603556948,0.20689655172413793,0.45645645645645644,0.005323141050274938
0.5,surprisal,2,0.25,sqrt,True,5,0.6352087114337568,0.3477007807540895,0.6975390421132924,0.20689655172413793,0.44931506849315067,2.94541038125451
2.0,surprisal,3,1.0,sqrt,False,10,0.7459165154264973,0.3769598363156316,0.7047151631940263,0.20689655172413793,0.453125,0.30151134457776363
1.0,entropy,5,0.25,sqrt,True,10,0.6370235934664247,0.35744513509037734,0.7002689790838653,0.20689655172413793,0.441340782122905,1.1668228490287622
1.5,entropy,2,1.0,sqrt,False,15,0.7604355716878403,0.2883424821206363,0.6437934080051387,0.20689655172413793,0.43103448275862066,0.07930515857181442
3.0,surprisal,2,0.5,none,True,15,0.6388384754990926,0.3219243407709935,0.6844714761732708,0.20689655172413793,0.4547945205479452,1.7131976255364534
1.0,surprisal,5,1.0,sqrt,True,10,0.6569872958257713,0.3716332759925993,0.7106969368501345,0.20689655172413793,0.47058823529411764,0.39114742731658636
2.0,surprisal,5,1.0,len,True,15,0.6515426497277677,0.3213011115879361,0.6852342526797544,0.20689655172413793,0.4576271186440678,0.014072364971970494
2.5,surprisal,3,1.0,none,True,5,0.6787658802177858,0.33197780376408903,0.6732104861696575,0.20689655172413793,0.4416403785488959,0.5349111280285799
1.5,entropy,2,1.0,len,False,5,0.7549909255898367,0.32356165874264503,0.6559376129109961,0.20689655172413793,0.4444444444444444,0.006289308176100629
2.0,entropy,5,0.25,sqrt,False,5,0.6188747731397459,0.3165173136001337,0.6759504596732104,0.20689655172413793,0.4230769230769231,0.5039526306789696
1.0,surprisal,5,1.0,none,True,20,0.6497277676950998,0.3761306241656531,0.7123328917258822,0.20689655172413793,0.46831955922865015,1.778611094787948
3.0,entropy,3,1.0,sqrt,False,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.5,entropy,3,1.0,len,False,10,0.7604355716878403,0.2861401649092018,0.6447669517042033,0.20689655172413793,0.4358974358974359,0.006289308176100629
2.5,surprisal,3,0.25,none,True,15,0.6424682395644283,0.3257702398000809,0.6737524589505801,0.20689655172413793,0.4355300859598854,6.174517090130793
2.0,surprisal,2,0.5,len,False,5,0.44646098003629764,0.3262922994407984,0.6608254044722791,0.20689655172413793,0.40545808966861596,0.03125
0.5,surprisal,5,0.25,none,True,10,0.662431941923775,0.34113221392372345,0.6975892247781926,0.20689655172413793,0.47752808988764045,12.657975165644302
