ENTRY_Z,FEATURE,MIN_OBS,MIN_STD,NORM,WEIGHTED,WINDOW,accuracy,ap,auroc,base_rate,f1,threshold
1.0,entropy,2,0.25,none,True,20,0.6642468239564429,0.3478476322495247,0.692169496968967,0.20689655172413793,0.4376899696048632,7.482374143775656
1.5,entropy,2,0.25,len,True,10,0.42286751361161523,0.27393496967401654,0.6104620819784013,0.20689655172413793,0.3931297709923664,0.07075155824785652
1.5,surprisal,2,0.5,none,True,5,0.6860254083484574,0.3673594893730605,0.7051166245132281,0.20689655172413793,0.47416413373860183,6.5115961127853375
1.0,entropy,2,0.25,none,False,5,0.6442831215970962,0.36854470925066624,0.6932634790637922,0.20689655172413793,0.4431818181818182,6.0
2.5,entropy,3,0.25,len,True,10,0.43738656987295826,0.2620511828241169,0.6037777510136898,0.20689655172413793,0.3992248062015504,0.0008792535389322195
1.5,surprisal,5,0.25,none,True,15,0.6279491833030852,0.3369776765999511,0.6871211208800032,0.20689655172413793,0.4533333333333333,7.260549171682106
1.5,entropy,5,1.0,sqrt,False,20,0.7549909255898367,0.28247768373728327,0.6408025211770846,0.20689655172413793,0.425531914893617,0.07930515857181442
2.5,entropy,3,0.5,sqrt,True,20,0.6678765880217786,0.3513674104292232,0.6823437311815007,0.20689655172413793,0.4537313432835821,0.003632646874588428
2.5,entropy,5,0.5,sqrt,False,15,0.6606170598911071,0.3321502959796865,0.6693966036372395,0.20689655172413793,0.4417910447761194,0.08084520834544433
1.5,entropy,5,1.0,none,True,15,0.7822141560798548,0.30383258507805655,0.6425589144485929,0.20689655172413793,0.4339622641509434,0.04506232285819989
1.0,entropy,5,0.5,sqrt,False,5,0.6152450090744102,0.40402635268063514,0.7216568308643462,0.20689655172413793,0.45918367346938777,0.6255432421712244
2.0,entropy,3,0.25,sqrt,False,5,0.6025408348457351,0.31005810187082855,0.6756292906178489,0.20689655172413793,0.4370179948586118,0.5039526306789696
1.5,entropy,3,0.5,none,True,20,0.7041742286751361,0.37951070726420466,0.7241258179774379,0.20689655172413793,0.4953560371517028,1.7163080138235194
2.0,entropy,3,0.25,sqrt,True,15,0.47368421052631576,0.3167855898762432,0.62500501826649,0.20689655172413793,0.40082644628099173,0.16144523421335505
2.0,entropy,3,0.5,none,True,15,0.7241379310344828,0.3804849242702157,0.7099140872776908,0.20689655172413793,0.4647887323943662,0.9372533798896647
3.0,surprisal,3,0.25,len,True,15,0.5208711433756806,0.2667610531141459,0.6021518326709222,0.20689655172413793,0.4,0.08137844845669565
1.0,entropy,5,1.0,none,False,15,0.7495462794918331,0.37269381211907165,0.7229113974868522,0.20689655172413793,0.4609375,3.0
1.0,entropy,3,1.0,sqrt,False,20,0.7150635208711433,0.4277268174968654,0.7329981131317997,0.20689655172413793,0.49517684887459806,0.28005601680560194
0.5,surprisal,3,1.0,none,False,10,0.720508166969147,0.3814826769811622,0.7083182785338633,0.20689655172413793,0.45390070921985815,6.0
3.0,entropy,5,0.25,sqrt,True,5,0.6660617059891107,0.369504028392795,0.6753984503593079,0.20689655172413793,0.42138364779874216,0.3052967705953825
0.5,entropy,2,0.5,len,False,20,0.7586206896551724,0.39990018799302657,0.7227207033602312,0.20689655172413793,0.47843137254901963,0.3023255813953488
3.0,surprisal,3,1.0,sqrt,False,20,0.6878402903811253,0.3067994048776576,0.6561885262354972,0.20689655172413793,0.44155844155844154,0.11785113019775793
1.5,entropy,2,0.5,none,True,20,0.7005444646098004,0.3793799717355746,0.7214962463366654,0.20689655172413793,0.49230769230769234,1.7163080138235194
2.0,surprisal,3,0.5,len,False,10,0.6152450090744102,0.28703389237746635,0.653809867919226,0.20689655172413793,0.40782122905027934,0.06349206349206349
1.5,entropy,3,0.25,len,True,20,0.3992740471869328,0.2684745116476291,0.5951061865189289,0.20689655172413793,0.38589981447124305,0.043287161788143215
2.5,surprisal,5,1.0,len,True,5,0.6969147005444646,0.31074128216366154,0.6696976996266409,0.20689655172413793,0.44884488448844884,0.01473239911444101
1.0,entropy,3,0.25,none,False,5,0.647912885662432,0.3670102351759351,0.6926512505520093,0.20689655172413793,0.4393063583815029,6.0
1.0,surprisal,3,0.25,len,True,20,0.5281306715063521,0.2681752970811295,0.6151391063471034,0.20689655172413793,0.4063926940639269,0.23660271827025386
1.5,surprisal,5,0.5,none,True,10,0.6733212341197822,0.34502016890432036,0.7014332169095507,0.20689655172413793,0.4797687861271676,5.020500189768291
3.0,entropy,3,1.0,none,False,5,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.0,entropy,5,1.0,none,True,15,0.7168784029038112,0.41753166564176425,0.7272672528001927,0.20689655172413793,0.46938775510204084,0.46862668994483236
3.0,entropy,3,0.25,none,True,10,0.6842105263157895,0.30743925099223396,0.6369083463808262,0.20689655172413793,0.4,1.508176237721515
0.5,surprisal,3,1.0,len,True,20,0.7441016333938294,0.38218589952443194,0.7161668473242603,0.20689655172413793,0.4679245283018868,0.1954955865075679
2.0,surprisal,3,0.25,len,True,10,0.4809437386569873,0.26959489457028235,0.623941145770605,0.20689655172413793,0.4066390041493776,0.11377806719927151
1.0,entropy,2,0.25,len,False,20,0.5825771324863884,0.3253472838392988,0.6951503472640411,0.20689655172413793,0.43902439024390244,0.17391304347826086
3.0,surprisal,2,0.5,sqrt,False,5,0.7005444646098004,0.3888501983336151,0.700630294271147,0.20689655172413793,0.45544554455445546,0.3086066999241838
1.0,entropy,3,1.0,none,False,10,0.7041742286751361,0.37226296997571506,0.7237544662571761,0.20689655172413793,0.4792332268370607,2.0
2.0,surprisal,3,0.5,sqrt,False,10,0.6642468239564429,0.3492352499785605,0.6836384439359268,0.20689655172413793,0.4307692307692308,0.42008402520840293
0.5,surprisal,2,0.5,sqrt,False,20,0.6823956442831216,0.4158786460407024,0.7225400457665904,0.20689655172413793,0.4648318042813456,0.9299811099505543
1.5,surprisal,5,1.0,len,False,15,0.73502722323049,0.35866508390766294,0.69704725199727,0.20689655172413793,0.45925925925925926,0.06289308176100629
1.5,entropy,5,0.5,sqrt,True,5,0.6950998185117967,0.40994082122530207,0.7327271267413384,0.20689655172413793,0.4878048780487805,0.29553335808181186
1.5,entropy,3,0.25,none,False,20,0.631578947368421,0.3211157444035901,0.6920189489742663,0.20689655172413793,0.4438356164383562,4.0
1.5,entropy,3,0.25,none,True,5,0.6279491833030852,0.3467367539236818,0.698101087960175,0.20689655172413793,0.4562334217506631,4.817606899332124
3.0,entropy,5,0.5,none,True,10,0.7822141560798548,0.2716508330359203,0.6181500662411177,0.20689655172413793,0.3939393939393939,0.13167903321179253
0.5,surprisal,5,0.25,sqrt,False,20,0.6805807622504537,0.4028372331523293,0.7188064554980128,0.20689655172413793,0.4666666666666667,0.8980265101338746
1.5,entropy,3,1.0,sqrt,False,10,0.7604355716878403,0.28433589819020566,0.6455297282106869,0.20689655172413793,0.4358974358974359,0.07930515857181442
1.5,entropy,3,0.5,sqrt,False,15,0.6896551724137931,0.3867518307598604,0.7187562728331125,0.20689655172413793,0.47706422018348627,0.48507125007266594
2.5,surprisal,5,1.0,len,True,20,0.6588021778584392,0.29772445438049056,0.6634148299811313,0.20689655172413793,0.4470588235294118,0.003026990616488508
2.0,surprisal,5,0.25,none,True,5,0.6696914700544465,0.3411458478132347,0.6929222369424706,0.20689655172413793,0.4583333333333333,9.521786496665163
2.0,entropy,5,0.5,len,True,5,0.5753176043557169,0.39018216654038396,0.7036814002970814,0.20689655172413793,0.4481132075471698,0.003736199696288929
2.5,entropy,2,1.0,none,False,10,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.5,entropy,2,1.0,none,False,20,0.7549909255898367,0.24041060994495642,0.6436629330763981,0.20689655172413793,0.43037974683544306,1.0
2.5,entropy,3,0.5,none,True,15,0.6642468239564429,0.35594048380640353,0.6852944718776346,0.20689655172413793,0.45103857566765576,0.014243294525974726
2.5,entropy,2,0.5,sqrt,False,10,0.6551724137931034,0.3128086979056068,0.6681821831466538,0.20689655172413793,0.4476744186046512,0.07930515857181442
1.5,surprisal,3,1.0,none,False,10,0.7223230490018149,0.33737642582205274,0.6943474246256374,0.20689655172413793,0.42696629213483145,3.0
1.5,surprisal,3,1.0,sqrt,True,10,0.6515426497277677,0.35098354153973743,0.7022461760809346,0.20689655172413793,0.4576271186440678,0.2524723782602791
3.0,surprisal,5,0.5,len,False,15,0.5771324863883848,0.2877787980852041,0.6624412862820668,0.20689655172413793,0.43855421686746987,0.0136986301369863
2.0,surprisal,3,0.5,sqrt,False,15,0.6079854809437386,0.3533316973393595,0.688977879481312,0.20689655172413793,0.42245989304812837,0.3086066999241838
1.5,entropy,2,0.25,none,True,5,0.6188747731397459,0.34751359548649297,0.6972981653217712,0.20689655172413793,0.450261780104712,4.835173890324963
2.0,entropy,5,1.0,none,False,20,0.20689655172413793,0.12201346731362954,0.5106788710907704,0.20689655172413793,0.34285714285714286,0.0
2.0,entropy,5,0.5,none,True,15,0.7604355716878403,0.37721916543765094,0.7058994740856719,0.20689655172413793,0.46774193548387094,1.2448501863903667
1.0,entropy,3,1.0,len,False,10,0.7513611615245009,0.42329481738064606,0.7226303745634108,0.20689655172413793,0.47509578544061304,0.06349206349206349
2.5,surprisal,2,0.25,sqrt,False,20,0.6025408348457351,0.3238782718686892,0.6688144847243968,0.20689655172413793,0.4128686327077748,0.3380617018914066
1.0,entropy,2,0.25,sqrt,False,5,0.6243194192377496,0.3885851659048463,0.696806375205749,0.20689655172413793,0.43902439024390244,1.0206207261596576
1.0,surprisal,3,0.25,sqrt,True,5,0.6515426497277677,0.34220944626809435,0.6959131237705247,0.20689655172413793,0.45454545454545453,2.5850261250261743
2.0,entropy,5,0.25,none,True,5,0.6823956442831216,0.35412563389584356,0.6969569232004497,0.20689655172413793,0.43729903536977494,4.335173890324963
1.5,surprisal,5,0.25,none,False,15,0.6406533575317604,0.34630496199688704,0.6935645750531936,0.20689655172413793,0.44692737430167595,3.0
3.0,surprisal,2,1.0,sqrt,True,5,0.691470054446461,0.2999439861197038,0.6595608013167932,0.20689655172413793,0.44805194805194803,0.01490496215951874
1.5,surprisal,2,1.0,sqrt,True,15,0.6551724137931034,0.3537625091370955,0.7022662491468947,0.20689655172413793,0.4508670520231214,0.2796013811139745
1.0,surprisal,2,1.0,len,False,20,0.7858439201451906,0.3780974238176373,0.7124834397205829,0.20689655172413793,0.46846846846846846,0.12380952380952381
2.5,entropy,3,0.5,sqrt,False,5,0.6533575317604355,0.32570117045337027,0.6698382110883616,0.20689655172413793,0.4365781710914454,0.08638684255813601
0.5,surprisal,5,1.0,len,True,20,0.7586206896551724,0.38794420955301334,0.7197900357300574,0.20689655172413793,0.47843137254901963,0.1954955865075679
3.0,surprisal,5,1.0,none,True,20,0.7023593466424682,0.299452200978852,0.6617086193745233,0.20689655172413793,0.4533333333333333,0.1658063295033787
3.0,surprisal,3,0.5,len,True,15,0.6152450090744102,0.2958736193247507,0.6561082339716569,0.20689655172413793,0.4421052631578947,0.0428316557174862
1.5,surprisal,5,0.5,sqrt,False,15,0.691470054446461,0.3940089665512218,0.7157553494720784,0.20689655172413793,0.46540880503144655,0.4743416490252569
2.0,entropy,5,0.25,sqrt,True,20,0.4863883847549909,0.30946491043561347,0.636456702396724,0.20689655172413793,0.40421052631578946,0.11091666917124708
2.0,surprisal,3,0.5,sqrt,True,15,0.6569872958257713,0.3364577150183251,0.6876630936609258,0.20689655172413793,0.46153846153846156,0.7220052066434194
1.0,surprisal,2,0.25,none,True,15,0.6370235934664247,0.35176780282486375,0.6907744188847404,0.20689655172413793,0.44751381215469616,10.462787617524132
3.0,entropy,3,0.25,len,False,20,0.515426497277677,0.23539362103027123,0.5598679192259826,0.20689655172413793,0.3657957244655582,0.006289308176100629
1.0,surprisal,5,0.25,len,True,15,0.5698729582577132,0.29130016408095355,0.6443654903850015,0.20689655172413793,0.4316546762589928,0.23414274076501831
3.0,surprisal,3,0.5,len,False,10,0.5353901996370236,0.2876219821084929,0.6571118872696615,0.20689655172413793,0.42342342342342343,0.0136986301369863
2.0,surprisal,3,0.5,none,True,20,0.6497277676950998,0.33464009887039053,0.6918182183146654,0.20689655172413793,0.45938375350140054,3.5567271067885478
0.5,entropy,5,1.0,none,True,10,0.7241379310344828,0.420172013803913,0.7434862900959492,0.20689655172413793,0.5032679738562091,1.9820334828949582
3.0,surprisal,5,0.25,none,False,5,0.7023593466424682,0.33457730015240783,0.7032699024448994,0.20689655172413793,0.4533333333333333,3.0
1.5,surprisal,3,0.25,none,False,15,0.6206896551724138,0.3460552190499928,0.6908346380826207,0.20689655172413793,0.43360433604336046,3.0
2.5,surprisal,2,1.0,none,False,15,0.6279491833030852,0.2863926601498196,0.672246979003573,0.20689655172413793,0.42896935933147634,1.0
2.5,surprisal,5,0.25,none,True,5,0.6406533575317604,0.33581956819773356,0.6908446746156008,0.20689655172413793,0.45,7.044428440195578
2.5,entropy,3,0.25,sqrt,True,10,0.43738656987295826,0.29291152844522234,0.6386848127182946,0.20689655172413793,0.3992248062015504,0.003806680583936441
1.0,entropy,3,1.0,len,True,10,0.6152450090744102,0.4134721588649025,0.7236440643943955,0.20689655172413793,0.4619289340101523,0.004968550802254692
2.0,entropy,5,0.5,len,True,10,0.6279491833030852,0.3731221835455821,0.6901421173069975,0.20689655172413793,0.4562334217506631,0.009937101604509384
3.0,entropy,5,1.0,none,False,10,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.0,surprisal,2,0.5,none,True,15,0.6715063520871143,0.35962413305055807,0.7071339676422177,0.20689655172413793,0.4753623188405797,7.012260786936427
1.0,entropy,2,0.5,sqrt,False,10,0.7186932849364791,0.40396943561930077,0.7356879039704525,0.20689655172413793,0.4709897610921502,0.9805806756909202
2.0,surprisal,2,0.25,len,False,5,0.6950998185117967,0.29505488018318987,0.6584467461560078,0.20689655172413793,0.40425531914893614,0.11538461538461539
3.0,entropy,5,0.5,none,False,15,0.7622504537205081,0.23094310622509087,0.6243325705568269,0.20689655172413793,0.4018264840182648,1.0
2.0,entropy,5,0.5,len,False,5,0.5771324863883848,0.35432023281003167,0.7030490987193384,0.20689655172413793,0.44655581947743467,0.024390243902439025
1.0,surprisal,2,0.5,sqrt,True,5,0.6751361161524501,0.36810967910052367,0.7102854389979526,0.20689655172413793,0.459214501510574,1.4729265189338638
3.0,surprisal,3,1.0,none,True,20,0.691470054446461,0.29828354787443245,0.6591593399975912,0.20689655172413793,0.44805194805194803,0.1658063295033787
1.5,entropy,3,0.5,len,False,15,0.5952813067150635,0.3746248021837265,0.6965052792163475,0.20689655172413793,0.4520884520884521,0.05970149253731343
2.0,entropy,5,0.5,none,False,10,0.7078039927404719,0.31210562810374776,0.697448713316472,0.20689655172413793,0.45051194539249145,2.0
1.0,entropy,5,0.25,len,False,10,0.6950998185117967,0.3553749224661191,0.6903127383676583,0.20689655172413793,0.4473684210526316,0.19047619047619047
0.5,surprisal,5,0.5,sqrt,False,10,0.7241379310344828,0.39797192519728497,0.7177425830021278,0.20689655172413793,0.4647887323943662,1.01418510567422
1.0,surprisal,5,0.5,sqrt,False,15,0.7295825771324864,0.40575898500809504,0.7142900156569915,0.20689655172413793,0.4581818181818182,0.7808688094430304
0.5,surprisal,5,0.5,len,True,20,0.6678765880217786,0.33803121559316396,0.6933538078606126,0.20689655172413793,0.45045045045045046,0.26868337859230396
3.0,entropy,2,0.25,len,False,10,0.47549909255898365,0.2489665568163814,0.5739090288650689,0.20689655172413793,0.3837953091684435,0.008771929824561403
3.0,surprisal,2,0.5,none,True,10,0.6116152450090744,0.3238922873188174,0.6891284274760127,0.20689655172413793,0.4484536082474227,1.3348953925129563
1.5,surprisal,5,0.25,len,False,10,0.5208711433756806,0.28291525033541154,0.660795294873339,0.20689655172413793,0.43103448275862066,0.0625
2.0,entropy,5,0.5,sqrt,False,10,0.7114337568058077,0.3709623797420323,0.697448713316472,0.20689655172413793,0.46464646464646464,0.2519763153394848
0.5,surprisal,2,0.5,none,True,5,0.6823956442831216,0.37585368055566953,0.7083082420008833,0.20689655172413793,0.47761194029850745,9.936534316458694
2.0,surprisal,5,1.0,none,False,5,0.7223230490018149,0.34492941261636245,0.7046750170621061,0.20689655172413793,0.45161290322580644,2.0
0.5,surprisal,5,0.25,len,True,15,0.5517241379310345,0.30330421438907446,0.6603637239551969,0.20689655172413793,0.432183908045977,0.27006203168869286
2.5,entropy,3,0.25,none,True,20,0.4627949183303085,0.30312163612063603,0.6328836966558272,0.20689655172413793,0.40562248995983935,0.014243294525974726
0.5,entropy,2,1.0,sqrt,True,5,0.6696914700544465,0.43344899289336913,0.7522180737885905,0.20689655172413793,0.5,0.28524681672566365
1.5,entropy,2,0.25,none,True,15,0.6079854809437386,0.3399404865809389,0.6709020835842466,0.20689655172413793,0.4098360655737705,4.148712778893843
1.5,entropy,3,0.5,len,True,10,0.6297640653357531,0.39065128907790664,0.7093620779637881,0.20689655172413793,0.4631578947368421,0.03970111622198656
2.5,entropy,2,0.5,len,True,5,0.676950998185118,0.355008876132467,0.6713436910353687,0.20689655172413793,0.4472049689440994,0.001958848430395761
1.5,surprisal,3,1.0,len,True,5,0.6442831215970962,0.3510935503892166,0.6944277168894777,0.20689655172413793,0.449438202247191,0.04246228083532059
0.5,entropy,5,0.5,none,True,10,0.6860254083484574,0.39155338987733584,0.729033682604681,0.20689655172413793,0.49266862170087977,5.314680810742621
3.0,surprisal,3,1.0,none,True,10,0.6896551724137931,0.2911647240072972,0.6537195391224055,0.20689655172413793,0.44299674267100975,0.12652701308106762
2.0,entropy,3,1.0,len,False,10,0.20689655172413793,0.12386830281508159,0.5074270344052351,0.20689655172413793,0.34285714285714286,0.0
3.0,surprisal,5,0.5,len,False,5,0.7186932849364791,0.3638712883853573,0.6955819181821832,0.20689655172413793,0.4444444444444444,0.05405405405405406
2.0,entropy,3,0.5,len,False,10,0.5499092558983666,0.3441156387644626,0.667158456782689,0.20689655172413793,0.42857142857142855,0.022222222222222223
0.5,entropy,3,1.0,none,True,5,0.6751361161524501,0.41824527474320805,0.7437070938215103,0.20689655172413793,0.5068870523415978,1.4222529070917629
1.5,surprisal,5,0.5,none,True,20,0.691470054446461,0.34085401452167435,0.6979806495644145,0.20689655172413793,0.46875,6.069232636410743
1.0,surprisal,3,0.25,sqrt,False,15,0.6751361161524501,0.40036639030255605,0.7079067806816813,0.20689655172413793,0.45592705167173253,0.7302967433402214
2.0,entropy,3,1.0,len,False,20,0.20689655172413793,0.12729751075556772,0.5106387249588502,0.20689655172413793,0.34285714285714286,0.0
3.0,surprisal,3,1.0,len,True,5,0.7005444646098004,0.2923513900852605,0.6571520334015818,0.20689655172413793,0.45544554455445546,0.002954854872595294
1.5,surprisal,2,1.0,sqrt,False,20,0.778584392014519,0.40370680943914533,0.7072544060379783,0.20689655172413793,0.45045045045045046,0.5834599659915782
1.5,entropy,3,0.25,sqrt,True,10,0.5372050816696915,0.3319442785427193,0.6735918744228994,0.20689655172413793,0.41647597254004576,0.611893620060258
0.5,entropy,3,0.25,len,False,15,0.7767695099818511,0.3893028600092435,0.7099241238106708,0.20689655172413793,0.4721030042918455,0.31666666666666665
3.0,entropy,5,0.5,len,False,10,0.7531760435571688,0.2354507293699194,0.6100505841262195,0.20689655172413793,0.38181818181818183,0.006289308176100629
3.0,surprisal,2,0.25,none,True,5,0.5716878402903811,0.32834909108246063,0.6801156208599302,0.20689655172413793,0.4326923076923077,4.6538733502384275
1.5,surprisal,5,1.0,sqrt,False,10,0.6878402903811253,0.37503364495991065,0.6957926853747641,0.20689655172413793,0.44516129032258067,0.3086066999241838
1.5,entropy,2,0.25,sqrt,True,10,0.4863883847549909,0.33672780779412426,0.670119234011803,0.20689655172413793,0.4091858037578288,0.5210246211097344
1.5,surprisal,2,0.25,sqrt,False,20,0.6515426497277677,0.3661591163330238,0.6919286201774459,0.20689655172413793,0.43529411764705883,0.6123724356957946
3.0,entropy,3,0.5,len,True,10,0.7676950998185118,0.2757837337963814,0.6161226865791481,0.20689655172413793,0.3904761904761905,0.0007544706916566057
1.0,surprisal,3,0.5,sqrt,False,5,0.7023593466424682,0.3756242288389483,0.6943976072905376,0.20689655172413793,0.4383561643835616,0.8006407690254357
2.5,surprisal,3,1.0,sqrt,True,5,0.691470054446461,0.32411858601020954,0.6718053715524509,0.20689655172413793,0.45161290322580644,0.10059471469856095
2.5,surprisal,5,0.25,len,True,10,0.5335753176043557,0.28034857938059055,0.6390862740374965,0.20689655172413793,0.4198645598194131,0.0851734877954406
2.5,surprisal,3,1.0,sqrt,True,10,0.662431941923775,0.3004097595256181,0.6636858163715926,0.20689655172413793,0.4397590361445783,0.04922948658616523
3.0,entropy,2,0.25,sqrt,True,10,0.47731397459165154,0.2710214682853995,0.6064273957204224,0.20689655172413793,0.38461538461538464,0.0028297825644353377
3.0,surprisal,5,1.0,sqrt,False,5,0.720508166969147,0.34044500251208587,0.6712633987715284,0.20689655172413793,0.45,0.13736056394868904
1.0,surprisal,2,0.25,len,False,20,0.6370235934664247,0.3181726242027863,0.6791420771608655,0.20689655172413793,0.4350282485875706,0.12698412698412698
1.0,surprisal,5,1.0,sqrt,False,15,0.7150635208711433,0.4130137786636832,0.7263037456341082,0.20689655172413793,0.4852459016393443,0.4931969619160719
3.0,surprisal,2,0.25,none,False,5,0.6823956442831216,0.33490282610801264,0.6930527118712112,0.20689655172413793,0.44089456869009586,3.0
2.0,surprisal,3,1.0,len,False,5,0.604355716878403,0.34076292793897306,0.6837588823316874,0.20689655172413793,0.4381443298969072,0.023255813953488372
0.5,surprisal,2,0.5,len,True,5,0.6860254083484574,0.34452576707730914,0.7003793809466458,0.20689655172413793,0.4401294498381877,0.3591256048309841
0.5,entropy,2,0.25,len,True,20,0.515426497277677,0.31044578898143554,0.6516118671965956,0.20689655172413793,0.43070362473347545,0.25634736644446116
2.0,surprisal,5,0.5,sqrt,False,15,0.6152450090744102,0.3488545057948409,0.6934039905255128,0.20689655172413793,0.4421052631578947,0.2519763153394848
2.5,entropy,2,0.25,none,False,15,0.43920145190562615,0.2548945934856034,0.6516219037295756,0.20689655172413793,0.402321083172147,1.0
2.0,surprisal,2,0.25,sqrt,False,10,0.6243194192377496,0.3388703582503882,0.6744249066602432,0.20689655172413793,0.4297520661157025,0.4743416490252569
1.0,entropy,5,0.5,sqrt,False,15,0.7023593466424682,0.41789764720208683,0.7352161869203903,0.20689655172413793,0.49382716049382713,0.8728715609439696
1.5,entropy,2,0.5,sqrt,False,15,0.6842105263157895,0.3861920278428676,0.7182444096511301,0.20689655172413793,0.4759036144578313,0.48507125007266594
2.0,entropy,2,0.25,sqrt,True,15,0.4537205081669691,0.31217442029109116,0.624362680155767,0.20689655172413793,0.3967935871743487,0.16144523421335505
2.0,entropy,5,0.25,sqrt,False,15,0.5372050816696915,0.29564792205991713,0.654442169496969,0.20689655172413793,0.42437923250564336,0.2519763153394848
1.0,entropy,5,1.0,len,True,10,0.6243194192377496,0.42148078867629124,0.7223894977718897,0.20689655172413793,0.4623376623376623,0.004968550802254692
1.0,entropy,2,1.0,sqrt,False,20,0.7549909255898367,0.4260568369447332,0.729676020715404,0.20689655172413793,0.4943820224719101,0.43193421279068006
2.0,surprisal,3,0.25,len,False,20,0.49727767695099817,0.2688814344717663,0.6228973463406801,0.20689655172413793,0.39651416122004357,0.05405405405405406
3.0,entropy,5,0.25,len,False,15,0.5390199637023594,0.26900453199502067,0.5883114536914368,0.20689655172413793,0.3804878048780488,0.006289308176100629
0.5,entropy,5,0.25,len,True,20,0.5372050816696915,0.3406299325161961,0.6760207154040708,0.20689655172413793,0.42953020134228187,0.2236029974865865
1.0,surprisal,2,0.5,len,True,5,0.604355716878403,0.3329388501111553,0.6934642097233932,0.20689655172413793,0.4381443298969072,0.20267816206868217
1.5,surprisal,2,0.25,len,True,20,0.49909255898366606,0.2581634729917957,0.5927476012686178,0.20689655172413793,0.39473684210526316,0.1814794548293287
1.5,entropy,3,1.0,len,True,10,0.7713248638838476,0.30882995885387143,0.6494439760729054,0.20689655172413793,0.4473684210526316,0.000256439120996865
0.5,entropy,2,0.5,sqrt,False,15,0.7332123411978222,0.4266314692932166,0.7236039182624754,0.20689655172413793,0.48056537102473496,1.6666666666666667
1.0,entropy,5,0.25,none,True,20,0.691470054446461,0.3525856097048409,0.6931129310690914,0.20689655172413793,0.45161290322580644,7.482374143775656
2.5,entropy,5,0.25,none,False,15,0.4791288566243194,0.25854687876795934,0.6519731823838774,0.20689655172413793,0.39832285115303984,1.0
0.5,surprisal,5,0.25,sqrt,False,10,0.6551724137931034,0.3990140711985817,0.7102553293990124,0.20689655172413793,0.4632768361581921,0.8111071056538127
2.5,entropy,2,1.0,len,True,20,0.20689655172413793,0.11233396656004316,0.5,0.20689655172413793,0.34285714285714286,0.0
1.0,entropy,2,1.0,sqrt,False,5,0.7186932849364791,0.41761625056123086,0.7315227427837327,0.20689655172413793,0.4850498338870432,0.3287979746107146
0.5,surprisal,2,0.5,none,True,20,0.705989110707804,0.3780941022520457,0.706983419647517,0.20689655172413793,0.4807692307692308,10.957271802444035
2.5,entropy,3,0.5,len,False,20,0.6588021778584392,0.2802586282516973,0.6549038500140512,0.20689655172413793,0.4470588235294118,0.006289308176100629
2.5,surprisal,3,0.25,sqrt,False,10,0.604355716878403,0.3512130918930256,0.6834176402103658,0.20689655172413793,0.4293193717277487,0.35355339059327373
1.5,entropy,2,0.5,sqrt,True,5,0.676950998185118,0.40571900243832704,0.728180577301377,0.20689655172413793,0.48255813953488375,0.2934380549026828
3.0,surprisal,3,0.25,none,True,15,0.5753176043557169,0.3219618014873428,0.6630334417278895,0.20689655172413793,0.4320388349514563,3.2291238821852857
1.5,surprisal,5,0.5,len,False,20,0.720508166969147,0.3528092856728956,0.7025874182022562,0.20689655172413793,0.45774647887323944,0.09375
1.5,surprisal,5,0.5,len,True,10,0.6116152450090744,0.3134047748295684,0.6774258300212774,0.20689655172413793,0.4512820512820513,0.11871686985901321
3.0,surprisal,2,1.0,len,False,15,0.6733212341197822,0.26757858619891833,0.6435224216146774,0.20689655172413793,0.4375,0.006535947712418301
3.0,entropy,5,0.25,none,True,15,0.5716878402903811,0.30828749152346585,0.6207796378818901,0.20689655172413793,0.39487179487179486,0.22849960704460592
0.5,surprisal,3,0.25,sqrt,True,15,0.6279491833030852,0.3524266676470616,0.6916977799189048,0.20689655172413793,0.4474393530997305,2.3011407897040606
1.5,surprisal,2,0.5,none,False,10,0.7078039927404719,0.34401579256785286,0.690051788510177,0.20689655172413793,0.44673539518900346,4.0
1.0,entropy,5,0.5,sqrt,True,5,0.7132486388384754,0.4175744364049274,0.7449516239110362,0.20689655172413793,0.5031446540880503,0.6274064378319654
3.0,entropy,5,0.25,none,False,20,0.5444646098003629,0.24925949199130026,0.6184611987634991,0.20689655172413793,0.37092731829573933,1.0
1.5,surprisal,2,0.25,sqrt,False,10,0.6823956442831216,0.34509113321418394,0.683688626600827,0.20689655172413793,0.4336569579288026,0.6963106238227914
2.0,entropy,2,1.0,sqrt,False,5,0.20689655172413793,0.14013483929116793,0.5183869284194468,0.20689655172413793,0.34285714285714286,0.0
2.0,surprisal,5,0.5,sqrt,True,5,0.6751361161524501,0.3487978648625191,0.7076659038901602,0.20689655172413793,0.471976401179941,0.7445969558368019
1.0,entropy,3,0.25,none,False,15,0.6588021778584392,0.36738398228983987,0.7048356015897869,0.20689655172413793,0.4437869822485207,6.0
2.0,surprisal,2,0.25,none,False,5,0.6842105263157895,0.3492701903401019,0.689830984784616,0.20689655172413793,0.4423076923076923,4.0
2.5,surprisal,3,0.5,len,False,20,0.49364791288566245,0.2683641079714396,0.6338672768878718,0.20689655172413793,0.40764331210191085,0.0196078431372549
